OGNTsort	extendedStrNo	RMAC	SpanishDescription
076076	G117	A-VPM	Adjetivo, Vocativo, Plural, Masculino
076077	G2596	PREP	PREPosición
076078	G3956	A-APN	Adjetivo, Acusativo, Plural, Neutro
076079	G5613	ADV	ADVerbio o adverbio y partícula combinados
076080	G1174	A-APM-C	Adjetivo, Acusativo, Plural, Masculino, Comparativo
076081	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
076082	G2334	V-PAI-1S	Verbo, Presente, Activa, Indicativo, (1) primera, Singular
076083	G1330	V-PNP-NSM	Verbo, Presente, depoNente medio o pasivo, Participio, Nominativo, Singular, Masculino
076084	G1063	CONJ	CONJunción o partícula cunjuntiva
076085	G2532	CONJ	CONJunción o partícula cunjuntiva
076086	G333	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
076087	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
076088	G4574	N-APN	SustaNtivo, Acusativo, Plural, Neutro
076089	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
076090	G2147	V-2AAI-1S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (1) primera, Singular
076091	G2532	CONJ	CONJunción o partícula cunjuntiva
076092	G1041	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
076093	G1722	PREP	PREPosición
076094	G3739	R-DSM	pronombre Relativo, Dativo, Singular, Masculino
076095	G1924	V-LPI-3S	Verbo, pLuscuanperfecto, Pasivo, Indicativo, (3) tercera, Singular
076096	G57	A-DSM	Adjetivo, Dativo, Singular, Masculino
076097	G2316	N-DSM	SustaNtivo, Dativo, Singular, Masculino
076098	G3739	R-ASN	pronombre Relativo, Acusativo, Singular, Neutro
076099	G3767	CONJ	CONJunción o partícula cunjuntiva
076100	G50	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
076101	G2151	V-PAI-2P	Verbo, Presente, Activa, Indicativo, (2) segunda, Plural
076102	G3778	D-ASN	pronombre Demostrativo, Acusativo, Singular, Neutro
076103	G1473	P-1NS	pronombre Personal, (1) primera, Nominativo, Singular
076104	G2605	V-PAI-1S	Verbo, Presente, Activa, Indicativo, (1) primera, Singular
076105	G4771	P-2DP	pronombre Personal, (2) segunda, Dativo, Plural
076106	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
076107	G2316	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
076108	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
076109	G4160	V-AAP-NSM	Verbo, Aoristo, Activa, Participio, Nominativo, Singular, Masculino
076110	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
076111	G2889	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
076112	G2532	CONJ	CONJunción o partícula cunjuntiva
076113	G3956	A-APN	Adjetivo, Acusativo, Plural, Neutro
076114	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
076115	G1722	PREP	PREPosición
076116	G846	P-DSM	pronombre Personal, Dativo, Singular, Masculino
076117	G3778	D-NSM	pronombre Demostrativo, Nominativo, Singular, Masculino
076118	G3772	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
076119	G2532	CONJ	CONJunción o partícula cunjuntiva
076120	G1093	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076121	G5225	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
076122	G2962	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
076123	G3756	PRT-N	PaRTícula, Negativo
076124	G1722	PREP	PREPosición
076125	G5499	A-DPM	Adjetivo, Dativo, Plural, Masculino
076126	G3485	N-DPM	SustaNtivo, Dativo, Plural, Masculino
076127	G2730	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
076128	G3761	CONJ-N	CONJunción, Negativo
076129	G5259	PREP	PREPosición
076130	G5495	N-GPF	SustaNtivo, Genitivo, Plural, Femenino
076131	G442	A-GPF	Adjetivo, Genitivo, Plural, Femenino
076132	G2323	V-PPI-3S	Verbo, Presente, Pasivo, Indicativo, (3) tercera, Singular
076133	G4326	V-PMP-NSM	Verbo, Presente, Media, Participio, Nominativo, Singular, Masculino
076134	G5100	X-GSN	(X) pronombre indefinido, Genitivo, Singular, Neutro
076135	G846	P-NSM	pronombre Personal, Nominativo, Singular, Masculino
076136	G1325	V-PAP-NSM	Verbo, Presente, Activa, Participio, Nominativo, Singular, Masculino
076137	G3956	A-DPM	Adjetivo, Dativo, Plural, Masculino
076138	G2222	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076139	G2532	CONJ	CONJunción o partícula cunjuntiva
076140	G4157	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076141	G2532	CONJ	CONJunción o partícula cunjuntiva
076142	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
076143	G3956	A-APN	Adjetivo, Acusativo, Plural, Neutro
076144	G4160	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
076145	G5037	CONJ	CONJunción o partícula cunjuntiva
076146	G1537	PREP	PREPosición
076147	G1520	A-GSM	Adjetivo, Genitivo, Singular, Masculino
076148	G3956	A-ASN	Adjetivo, Acusativo, Singular, Neutro
076149	G1484	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
076150	G444	N-GPM	SustaNtivo, Genitivo, Plural, Masculino
076151	G2730	V-PAN	Verbo, Presente, Activa, iNfinitivo
076152	G1909	PREP	PREPosición
076153	G3956	A-GSN	Adjetivo, Genitivo, Singular, Neutro
076154	G4383	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
076155	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076156	G1093	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076157	G3724	V-AAP-NSM	Verbo, Aoristo, Activa, Participio, Nominativo, Singular, Masculino
076158	G4367	V-RPP-APM	Verbo, peRfecto, Pasivo, Participio, Acusativo, Plural, Masculino
076159	G2540	N-APM	SustaNtivo, Acusativo, Plural, Masculino
076160	G2532	CONJ	CONJunción o partícula cunjuntiva
076161	G3588	T-APF	(T) artículo determinado, Acusativo, Plural, Femenino
076162	G3734	N-APF	SustaNtivo, Acusativo, Plural, Femenino
076163	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076164	G2733	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076165	G846	P-GPM	pronombre Personal, Genitivo, Plural, Masculino
076166	G2212	V-PAN	Verbo, Presente, Activa, iNfinitivo
076167	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
076168	G2316	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
076169	G1487	PRT	PaRTícula, partícula disyuntiva
076170	G686	CONJ	CONJunción o partícula cunjuntiva
076171	G1065	PRT	PaRTícula, partícula disyuntiva
076172	G5584	V-AAO-3P	Verbo, Aoristo, Activa, Optativo, (3) tercera, Plural
076173	G846	P-ASM	pronombre Personal, Acusativo, Singular, Masculino
076174	G2532	CONJ	CONJunción o partícula cunjuntiva
076175	G2147	V-2AAO-3P	Verbo, (2A) Aoristo segundo, Activa, Optativo, (3) tercera, Plural
076176	G2532	CONJ	CONJunción o partícula cunjuntiva
076177	G1065	PRT	PaRTícula, partícula disyuntiva
076178	G3756	PRT-N	PaRTícula, Negativo
076179	G3117	A-ASF	Adjetivo, Acusativo, Singular, Femenino
076180	G575	PREP	PREPosición
076181	G1520	A-GSM	Adjetivo, Genitivo, Singular, Masculino
076182	G1538	A-GSM	Adjetivo, Genitivo, Singular, Masculino
076183	G1473	P-1GP	pronombre Personal, (1) primera, Genitivo, Plural
076184	G5225	V-PAP-ASM	Verbo, Presente, Activa, Participio, Acusativo, Singular, Masculino
076185	G1722	PREP	PREPosición
076186	G846	P-DSM	pronombre Personal, Dativo, Singular, Masculino
076187	G1063	CONJ	CONJunción o partícula cunjuntiva
076188	G2198	V-PAI-1P	Verbo, Presente, Activa, Indicativo, (1) primera, Plural
076189	G2532	CONJ	CONJunción o partícula cunjuntiva
076190	G2795	V-PPI-1P	Verbo, Presente, Pasivo, Indicativo, (1) primera, Plural
076191	G2532	CONJ	CONJunción o partícula cunjuntiva
076192	G1510	V-PAI-1P	Verbo, Presente, Activa, Indicativo, (1) primera, Plural
076193	G5613	ADV	ADVerbio o adverbio y partícula combinados
076194	G2532	CONJ	CONJunción o partícula cunjuntiva
076195	G5100	X-NPM	(X) pronombre indefinido, Nominativo, Plural, Masculino
076196	G3588	T-GPM	(T) artículo determinado, Genitivo, Plural, Masculino
076197	G2596	PREP	PREPosición
076198	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
076199	G4163	N-GPM	SustaNtivo, Genitivo, Plural, Masculino
076200	G2036	V-RAI-3P	Verbo, peRfecto, Activa, Indicativo, (3) tercera, Plural
076201	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
076202	G1063	CONJ	CONJunción o partícula cunjuntiva
076203	G2532	CONJ	CONJunción o partícula cunjuntiva
076204	G1085	N-NSN	SustaNtivo, Nominativo, Singular, Neutro
076205	G1510	V-PAI-1P	Verbo, Presente, Activa, Indicativo, (1) primera, Plural
076206	G1085	N-NSN	SustaNtivo, Nominativo, Singular, Neutro
076207	G3767	CONJ	CONJunción o partícula cunjuntiva
076208	G5225	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
076209	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
076210	G2316	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
076211	G3756	PRT-N	PaRTícula, Negativo
076212	G3784	V-PAI-1P	Verbo, Presente, Activa, Indicativo, (1) primera, Plural
076213	G3543	V-PAN	Verbo, Presente, Activa, iNfinitivo
076214	G5557	N-DSM	SustaNtivo, Dativo, Singular, Masculino
076215	G2228	CONJ	CONJunción o partícula cunjuntiva
076216	G696	N-DSM	SustaNtivo, Dativo, Singular, Masculino
076217	G2228	CONJ	CONJunción o partícula cunjuntiva
076218	G3037	N-DSM	SustaNtivo, Dativo, Singular, Masculino
076219	G5480	N-DSN	SustaNtivo, Dativo, Singular, Neutro
076220	G5078	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076221	G2532	CONJ	CONJunción o partícula cunjuntiva
076222	G1761	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076223	G444	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
076224	G3588	T-ASN	(T) artículo determinado, Acusativo, Singular, Neutro
076225	G2304	A-ASN	Adjetivo, Acusativo, Singular, Neutro
076226	G1510	V-PAN	Verbo, Presente, Activa, iNfinitivo
076227	G3664	A-ASN	Adjetivo, Acusativo, Singular, Neutro
076228	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
076229	G3303	PRT	PaRTícula, partícula disyuntiva
076230	G3767	CONJ	CONJunción o partícula cunjuntiva
076231	G5550	N-APM	SustaNtivo, Acusativo, Plural, Masculino
076232	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076233	G52	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
076234	G5237	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
076235	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
076236	G2316	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
076237	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
076238	G3568	ADV	ADVerbio o adverbio y partícula combinados
076239	G3853	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
076240	G3588	T-DPM	(T) artículo determinado, Dativo, Plural, Masculino
076241	G444	N-DPM	SustaNtivo, Dativo, Plural, Masculino
076242	G3956	A-APM	Adjetivo, Acusativo, Plural, Masculino
076243	G3837	ADV	ADVerbio o adverbio y partícula combinados
076244	G3340	V-PAN	Verbo, Presente, Activa, iNfinitivo
076245	G2530	CONJ	CONJunción o partícula cunjuntiva
076246	G2476	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
076247	G2250	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076248	G1722	PREP	PREPosición
076249	G3739	R-DSF	pronombre Relativo, Dativo, Singular, Femenino
076250	G3195	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
076251	G2919	V-PAN	Verbo, Presente, Activa, iNfinitivo
076252	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
076253	G3625	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076254	G1722	PREP	PREPosición
076255	G1343	N-DSF	SustaNtivo, Dativo, Singular, Femenino
076256	G1722	PREP	PREPosición
076257	G435	N-DSM	SustaNtivo, Dativo, Singular, Masculino
076258	G3739	R-DSM	pronombre Relativo, Dativo, Singular, Masculino
076259	G3724	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
076260	G4102	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076261	G3930	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
076262	G3956	A-DPM	Adjetivo, Dativo, Plural, Masculino
076263	G450	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
076264	G846	P-ASM	pronombre Personal, Acusativo, Singular, Masculino
076265	G1537	PREP	PREPosición
076266	G3498	A-GPM	Adjetivo, Genitivo, Plural, Masculino
076267	G191	V-AAP-NPM	Verbo, Aoristo, Activa, Participio, Nominativo, Plural, Masculino
076268	G1161	CONJ	CONJunción o partícula cunjuntiva
076269	G386	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076270	G3498	A-GPM	Adjetivo, Genitivo, Plural, Masculino
076271	G3588	T-NPM	(T) artículo determinado, Nominativo, Plural, Masculino
076272	G3303	PRT	PaRTícula, partícula disyuntiva
076273	G5512	V-IAI-3P	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Plural
076274	G3588	T-NPM	(T) artículo determinado, Nominativo, Plural, Masculino
076275	G1161	CONJ	CONJunción o partícula cunjuntiva
076276	G2036	V-2AAI-3P	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Plural
076277	G191	V-FDI-1P	Verbo, Futuro, Deponente medio, Indicativo, (1) primera, Plural
076278	G4771	P-2GS	pronombre Personal, (2) segunda, Genitivo, Singular
076279	G4012	PREP	PREPosición
076280	G3778	D-GSN	pronombre Demostrativo, Genitivo, Singular, Neutro
076281	G2532	CONJ	CONJunción o partícula cunjuntiva
076282	G3825	ADV	ADVerbio o adverbio y partícula combinados
076283	G3779	ADV	ADVerbio o adverbio y partícula combinados
076284	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
076285	G3972	N-NSM-P	SustaNtivo, Nominativo, Singular, Masculino, Persona
076286	G1831	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
076287	G1537	PREP	PREPosición
076288	G3319	A-GSN	Adjetivo, Genitivo, Singular, Neutro
076289	G846	P-GPM	pronombre Personal, Genitivo, Plural, Masculino
076290	G5100	X-NPM	(X) pronombre indefinido, Nominativo, Plural, Masculino
076291	G1161	CONJ	CONJunción o partícula cunjuntiva
076292	G435	N-NPM	SustaNtivo, Nominativo, Plural, Masculino
076293	G2853	V-APP-NPM	Verbo, Aoristo, Pasivo, Participio, Nominativo, Plural, Masculino
076294	G846	P-DSM	pronombre Personal, Dativo, Singular, Masculino
076295	G4100	V-AAI-3P	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Plural
076296	G1722	PREP	PREPosición
076297	G3739	R-DPM	pronombre Relativo, Dativo, Plural, Masculino
076298	G2532	CONJ	CONJunción o partícula cunjuntiva
076299	G1354	N-NSM-P	SustaNtivo, Nominativo, Singular, Masculino, Persona
076300	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
076301	G698	N-NSM-LG	SustaNtivo, Nominativo, Singular, Masculino, (LG) Gentilicio de Localización
076302	G2532	CONJ	CONJunción o partícula cunjuntiva
076303	G1135	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
076304	G3686	N-DSN	SustaNtivo, Dativo, Singular, Neutro
076305	G1152	N-NSF-P	SustaNtivo, Nominativo, Singular, Femenino, Persona
076306	G2532	CONJ	CONJunción o partícula cunjuntiva
076307	G2087	A-NPM	Adjetivo, Nominativo, Plural, Masculino
076308	G4862	PREP	PREPosición
076309	G846	P-DPM	pronombre Personal, Dativo, Plural, Masculino
076310	G3326	PREP	PREPosición
076311	G3778	D-APN	pronombre Demostrativo, Acusativo, Plural, Neutro
076312	G5563	V-APP-NSM	Verbo, Aoristo, Pasivo, Participio, Nominativo, Singular, Masculino
076313	G1537	PREP	PREPosición
076314	G3588	T-GPF	(T) artículo determinado, Genitivo, Plural, Femenino
076315	G116	N-GPF-L	SustaNtivo, Genitivo, Plural, Femenino, Localización
076316	G2064	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
076317	G1519	PREP	PREPosición
076318	G2882	N-ASF-L	SustaNtivo, Acusativo, Singular, Femenino, Localización
076319	G2532	CONJ	CONJunción o partícula cunjuntiva
076320	G2147	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
076321	G5100	X-ASM	(X) pronombre indefinido, Acusativo, Singular, Masculino
076322	G2453	A-ASM-PG	Adjetivo, Acusativo, Singular, Masculino, (PG) Gentilicio de Persona
076323	G3686	N-DSN	SustaNtivo, Dativo, Singular, Neutro
076324	G207	N-ASM-P	SustaNtivo, Acusativo, Singular, Masculino, Persona
076325	G4193	A-ASM	Adjetivo, Acusativo, Singular, Masculino
076326	G3588	T-DSN	(T) artículo determinado, Dativo, Singular, Neutro
076327	G1085	N-DSN	SustaNtivo, Dativo, Singular, Neutro
076328	G4373	ADV	ADVerbio o adverbio y partícula combinados
076329	G2064	V-2RAP-ASM	Verbo, (2R) peRfecto segundo, Activa, Participio, Acusativo, Singular, Masculino
076330	G575	PREP	PREPosición
076331	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076332	G2482	N-GSF-L	SustaNtivo, Genitivo, Singular, Femenino, Localización
076333	G2532	CONJ	CONJunción o partícula cunjuntiva
076334	G4252	N-ASF-P	SustaNtivo, Acusativo, Singular, Femenino, Persona
076335	G1135	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
076336	G846	P-GSM	pronombre Personal, Genitivo, Singular, Masculino
076337	G1223	PREP	PREPosición
076338	G3588	T-ASN	(T) artículo determinado, Acusativo, Singular, Neutro
076339	G1299	V-RAN	Verbo, peRfecto, Activa, iNfinitivo
076340	G2804	N-ASM-P	SustaNtivo, Acusativo, Singular, Masculino, Persona
076341	G5563	V-PPN	Verbo, Presente, Pasivo, iNfinitivo
076342	G3956	A-APM	Adjetivo, Acusativo, Plural, Masculino
076343	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
076344	G2453	A-APM-PG	Adjetivo, Acusativo, Plural, Masculino, (PG) Gentilicio de Persona
076345	G575	PREP	PREPosición
076346	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076347	G4516	N-GSF-L	SustaNtivo, Genitivo, Singular, Femenino, Localización
076348	G4334	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
076349	G846	P-DPM	pronombre Personal, Dativo, Plural, Masculino
076350	G2532	CONJ	CONJunción o partícula cunjuntiva
076351	G1223	PREP	PREPosición
076352	G3588	T-ASN	(T) artículo determinado, Acusativo, Singular, Neutro
076353	G3673	A-ASM	Adjetivo, Acusativo, Singular, Masculino
076354	G1510	V-PAN	Verbo, Presente, Activa, iNfinitivo
076355	G3306	V-IAI-3S	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Singular
076356	G3844	PREP	PREPosición
076357	G846	P-DPM	pronombre Personal, Dativo, Plural, Masculino
076358	G2532	CONJ	CONJunción o partícula cunjuntiva
076359	G2038	V-INI-3S	Verbo, Imperfecto, depoNente medio o pasivo, Indicativo, (3) tercera, Singular
076360	G1510	V-IAI-3P	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Plural
076361	G1063	CONJ	CONJunción o partícula cunjuntiva
076362	G4635	N-NPM	SustaNtivo, Nominativo, Plural, Masculino
076363	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
076364	G5078	N-DSF	SustaNtivo, Dativo, Singular, Femenino
076365	G1256	V-INI-3S	Verbo, Imperfecto, depoNente medio o pasivo, Indicativo, (3) tercera, Singular
076366	G1161	CONJ	CONJunción o partícula cunjuntiva
076367	G1722	PREP	PREPosición
076368	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
076369	G4864	N-DSF	SustaNtivo, Dativo, Singular, Femenino
076370	G2596	PREP	PREPosición
076371	G3956	A-ASN	Adjetivo, Acusativo, Singular, Neutro
076372	G4521	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
076373	G3982	V-IAI-3S	Verbo, Imperfecto, Activa, Indicativo, (3) tercera, Singular
076374	G5037	CONJ	CONJunción o partícula cunjuntiva
076375	G2453	A-APM-PG	Adjetivo, Acusativo, Plural, Masculino, (PG) Gentilicio de Persona
076376	G2532	CONJ	CONJunción o partícula cunjuntiva
076377	G1672	N-APM-LG	SustaNtivo, Acusativo, Plural, Masculino, (LG) Gentilicio de Localización
076378	G5613	CONJ	CONJunción o partícula cunjuntiva
076379	G1161	CONJ	CONJunción o partícula cunjuntiva
076380	G2718	V-2AAI-3P	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Plural
076381	G575	PREP	PREPosición
076382	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
076383	G3109	N-GSF-L	SustaNtivo, Genitivo, Singular, Femenino, Localización
076384	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
